2026-03-22 13:22:21 | INFO | 1 | MacroEnergy | run_tools.jl:123 | Running case at /Users/abbie/MacroEnergy-Abbie.jl/MacroEnergyExamples/9Zone_Ethylene
2026-03-22 13:23:40 | WARN | 1 | MacroEnergy | max_non_served_demand.jl:28 | MaxNonServedDemandConstraint required for a node that does not have a non-served demand variable so Macro will not create this constraint
2026-03-22 13:23:40 | WARN | 1 | MacroEnergy | max_non_served_demand_per_segment.jl:35 | MaxNonServedDemandPerSegmentConstraint required for a node that does not have a non-served demand variable so Macro will not create this constraint
2026-03-22 13:23:40 | WARN | 1 | MacroEnergy | max_non_served_demand.jl:28 | MaxNonServedDemandConstraint required for a node that does not have a non-served demand variable so Macro will not create this constraint
2026-03-22 13:23:40 | WARN | 1 | MacroEnergy | max_non_served_demand_per_segment.jl:35 | MaxNonServedDemandPerSegmentConstraint required for a node that does not have a non-served demand variable so Macro will not create this constraint
2026-03-22 13:23:40 | WARN | 1 | MacroEnergy | max_non_served_demand.jl:28 | MaxNonServedDemandConstraint required for a node that does not have a non-served demand variable so Macro will not create this constraint
2026-03-22 13:23:40 | WARN | 1 | MacroEnergy | max_non_served_demand_per_segment.jl:35 | MaxNonServedDemandPerSegmentConstraint required for a node that does not have a non-served demand variable so Macro will not create this constraint
2026-03-22 13:23:40 | WARN | 1 | MacroEnergy | max_non_served_demand.jl:28 | MaxNonServedDemandConstraint required for a node that does not have a non-served demand variable so Macro will not create this constraint
2026-03-22 13:23:40 | WARN | 1 | MacroEnergy | max_non_served_demand_per_segment.jl:35 | MaxNonServedDemandPerSegmentConstraint required for a node that does not have a non-served demand variable so Macro will not create this constraint
2026-03-22 13:23:40 | WARN | 1 | MacroEnergy | max_non_served_demand.jl:28 | MaxNonServedDemandConstraint required for a node that does not have a non-served demand variable so Macro will not create this constraint
2026-03-22 13:23:40 | WARN | 1 | MacroEnergy | max_non_served_demand_per_segment.jl:35 | MaxNonServedDemandPerSegmentConstraint required for a node that does not have a non-served demand variable so Macro will not create this constraint
2026-03-22 13:23:40 | WARN | 1 | MacroEnergy | max_non_served_demand.jl:28 | MaxNonServedDemandConstraint required for a node that does not have a non-served demand variable so Macro will not create this constraint
2026-03-22 13:23:40 | WARN | 1 | MacroEnergy | max_non_served_demand_per_segment.jl:35 | MaxNonServedDemandPerSegmentConstraint required for a node that does not have a non-served demand variable so Macro will not create this constraint
2026-03-22 13:23:40 | WARN | 1 | MacroEnergy | max_non_served_demand.jl:28 | MaxNonServedDemandConstraint required for a node that does not have a non-served demand variable so Macro will not create this constraint
2026-03-22 13:23:40 | WARN | 1 | MacroEnergy | max_non_served_demand_per_segment.jl:35 | MaxNonServedDemandPerSegmentConstraint required for a node that does not have a non-served demand variable so Macro will not create this constraint
2026-03-22 13:23:40 | WARN | 1 | MacroEnergy | max_non_served_demand.jl:28 | MaxNonServedDemandConstraint required for a node that does not have a non-served demand variable so Macro will not create this constraint
2026-03-22 13:23:40 | WARN | 1 | MacroEnergy | max_non_served_demand_per_segment.jl:35 | MaxNonServedDemandPerSegmentConstraint required for a node that does not have a non-served demand variable so Macro will not create this constraint
2026-03-22 13:23:40 | WARN | 1 | MacroEnergy | max_non_served_demand.jl:28 | MaxNonServedDemandConstraint required for a node that does not have a non-served demand variable so Macro will not create this constraint
