bioagri_CA,bioagri_NW,bioagri_SW,bioagri_TX,bioagri_NCEN,bioagri_CEN,bioagri_SE,bioagri_MIDAT,bioagri_NE,bioherb_CA,bioherb_NW,bioherb_SW,bioherb_TX,bioherb_NCEN,bioherb_CEN,bioherb_SE,bioherb_MIDAT,bioherb_NE,biowood_CA,biowood_NW,biowood_SW,biowood_TX,biowood_NCEN,biowood_CEN,biowood_SE,biowood_MIDAT,biowood_NE,ethylene_CA,ethylene_NW,ethylene_SW,ethylene_TX,ethylene_NCEN,ethylene_CEN,ethylene_SE,ethylene_MIDAT,ethylene_NE,gasoline_CA,gasoline_NW,gasoline_SW,gasoline_TX,gasoline_NCEN,gasoline_CEN,gasoline_SE,gasoline_MIDAT,gasoline_NE,ethylene_demand_CA,ethylene_demand_SW,ethylene_demand_NW,ethylene_demand_TX,ethylene_demand_NCEN,ethylene_demand_CEN,ethylene_demand_SE,ethylene_demand_MIDAT,ethylene_demand_NE,gasoline_demand_CA,gasoline_demand_SW,gasoline_demand_NW,gasoline_demand_TX,gasoline_demand_NCEN,gasoline_demand_CEN,gasoline_demand_SE,gasoline_demand_MIDAT,gasoline_demand_NE,natgas_CA,natgas_NW,natgas_SW,natgas_TX,natgas_NCEN,natgas_CEN,natgas_SE,natgas_MIDAT,natgas_NE,natgas_demand_CA,natgas_demand_SW,natgas_demand_NW,natgas_demand_TX,natgas_demand_NCEN,natgas_demand_CEN,natgas_demand_SE,natgas_demand_MIDAT,natgas_demand_NE,elec_CA,elec_NW,elec_SW,elec_TX,elec_NCEN,elec_CEN,elec_SE,elec_MIDAT,elec_NE,h2_CA,h2_NW,h2_SW,h2_TX,h2_NCEN,h2_CEN,h2_SE,h2_MIDAT,h2_NE,co2_captured_CA,co2_captured_NW,co2_captured_SW,co2_captured_TX,co2_captured_NCEN,co2_captured_CEN,co2_captured_SE,co2_captured_MIDAT,co2_captured_NE
66.4458149872799,44.32716640819673,53.24714931976391,52.95506006354225,44.86663397164758,53.005699196673774,52.93948315012296,43.715489343842066,39.803461769755934,124.9583059220399,73.54970627202921,73.840597182879,73.46397474405667,74.48411449256143,74.34991372198826,73.31696968621989,69.22424443142508,68.58916486479897,80.29878350946854,69.5821610321755,77.15911463156336,77.41569366454557,75.66890993210447,77.11652905697697,77.15787442502935,55.15394802623738,43.75401138663933,634.3039029429439,634.3039029429439,634.3039029429439,634.3039029429439,634.3039029429439,634.3039029429439,634.3039029429439,634.3039029429439,634.3039029429439,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-106.1277282262235,-0.0,-0.0,-0.0,-0.0,-0.0,634.3039029429439,634.3039029429439,634.3039029429439,634.3039029429439,634.3039029429439,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-106.1277282262235,-0.0,-0.0,15.08614854894424,14.123173078192913,12.249077328790678,11.368980697602561,13.046497669345985,13.161870670141635,11.870611251895223,10.855064110884866,13.28195230945849,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,143.9411870191629,135.00325214046586,136.90091305570147,139.08640421410712,144.616779399994,146.35082378778503,158.7337052583929,150.9416371190879,144.31910606842695,24.07894836608304,17.34567021638655,18.07092044092972,20.22391267598573,18.188375412459983,18.77188944576125,30.292810874521965,18.617800817173414,16.34711784699061,-6.4966775578945875,-7.287183975518313,-5.603750865833487,-5.000063121691177,-6.097405382464076,-6.193707646704493,-10.071716541615576,-20.205850470967924,-23.11615127853346
66.22803568851776,44.287536403655686,53.23895586043442,52.955495792337125,44.87978168971412,53.00906320074582,52.945626920977226,43.715680559100825,39.80225081184335,124.97495425870218,73.54843919288092,73.83739897055304,73.46228121186397,74.48000042137906,74.34811226394346,73.31469929482529,69.20747677549532,68.58560975103673,80.45285842068574,69.25455202572594,77.15925060119947,77.45275461344279,75.69119166215717,77.1170103005233,77.15784864660998,55.15310243419294,43.753221927411424,634.2499337588079,634.2499337588079,634.2499337588079,634.2499337588079,634.2499337588079,634.2499337588079,634.2499337588079,634.2499337588079,634.2499337588079,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-106.11900106460467,-0.0,-0.0,-0.0,-0.0,-0.0,634.2499337588079,634.2499337588079,634.2499337588079,634.2499337588079,634.2499337588079,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-106.11900106460467,-0.0,-0.0,15.12255380263073,14.162501161719888,12.25572994136866,11.508712718674833,13.034305616984138,13.166045823136091,11.866923563483294,10.85642647300025,13.302483180569984,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,144.19682391649877,135.24247040271698,137.1441395848196,139.08466785321883,144.61425890000933,146.34825496707884,158.73081670805516,150.9389412588068,144.32257613448346,24.11602604102722,17.360795321194864,18.08096148932716,20.24315418536657,18.200909168145856,18.7824468014774,30.300458862785288,18.644272534068882,16.42704832787215,-6.496876443689728,-7.287172699514062,-5.603737223508586,-5.000078325864801,-6.0974278460016444,-6.193954495917344,-10.071764459308362,-20.20599055833704,-22.972291264904424
66.40358611191299,44.2891311191766,53.24392741302917,52.9568808381911,44.87861556125445,53.00759670873478,52.94180254780855,43.715580486327475,39.798690391508934,124.99105262589491,73.55714743046786,73.85504233796753,73.46745200687504,74.48724172389844,74.34893374264361,73.31932893966803,69.24491880972487,68.61004159816083,80.47310088791473,69.22695152663651,77.15947080812397,77.46458669290311,75.69709327391375,77.11738089538707,77.15785604732677,55.152849002493475,43.75330359162024,634.4004382764484,634.4004382764484,634.4004382764484,634.4004382764484,634.4004382764484,634.4004382764484,634.4004382764484,634.4004382764484,634.4004382764484,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-106.1419333914828,-0.0,-0.0,-0.0,-0.0,-0.0,634.4004382764484,634.4004382764484,634.4004382764484,634.4004382764484,634.4004382764484,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-106.1419333914828,-0.0,-0.0,15.13866256750174,14.15509573782302,12.266576735801578,11.479282695980457,13.015734695570117,13.130513350119896,11.869900033558064,10.842143514879645,13.314559460897959,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,144.20969073817727,135.2543503661835,137.1564669063042,139.0948410433814,144.6246445489857,146.35855828463457,158.7419506224338,150.94962369743266,144.33419288700708,24.13729908952084,17.367033276245245,18.085013603910404,20.25240795992253,18.21096384705058,18.788877983455897,30.301599910743963,18.67054775084733,16.51041835499794,-6.496524112815674,-7.287091851828712,-5.60373632523056,-4.99997656541138,-6.097400769083393,-6.19428925726716,-10.071709866458116,-20.207353239626872,-22.919433960357548
66.24362888461923,44.277657746753604,53.243718974417284,52.95594074040028,44.88365942606836,53.007937814413644,52.94050800382018,43.715707464642826,39.800267905099716,125.00170527488376,73.54389878283958,73.82742137502105,73.45551491555648,74.4721166383117,74.34599618152738,73.31198813719907,69.1875260501971,68.5664576512755,80.5253159774776,69.20126865986016,77.1594701997074,77.47298906681851,75.69865774486566,77.11719219200995,77.1578517797329,55.15236684753979,43.752368608872736,634.4796423737952,634.4796423737952,634.4796423737952,634.4796423737952,634.4796423737952,634.4796423737952,634.4796423737952,634.4796423737952,634.4796423737952,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-106.15312813049304,-0.0,-0.0,-0.0,-0.0,-0.0,634.4796423737952,634.4796423737952,634.4796423737952,634.4796423737952,634.4796423737952,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-106.15312813049304,-0.0,-0.0,15.131855202690394,14.146007231943273,12.246421561761139,11.541832968689867,13.008801805946838,13.160673042944465,11.867158250184831,10.864977992987543,13.304299643744539,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,144.30212322938894,135.34086038465807,137.24431685143927,139.08806020775683,144.6181376121263,146.35195944372694,158.73485123009044,150.9428265383262,144.31972167990534,24.141239821211393,17.372176810487662,18.088722872851463,20.25536791217332,18.217129529903776,18.792512798045546,30.302712466133176,18.691503558383406,16.581120046679562,-6.49699665964768,-7.28721858865926,-5.603787840049254,-5.000081220255851,-6.097442118927393,-6.194913706843194,-10.071693238010594,-20.206552253052152,-22.94399454450144
66.17316981417925,44.277664861442204,53.24365528879226,52.95864737465238,44.88450013241382,53.010479783148774,52.94083083282028,43.71565186458079,39.802892867870916,124.99943010307506,73.54855016674135,73.83910950126423,73.46353151555203,74.48153694666985,74.34892052903389,73.31854644756456,69.22354482638855,68.57863839752353,80.50710767850288,69.16928205645031,77.15957979033999,77.45776352179172,75.60850039021051,77.11721445878212,77.15759452652213,55.152359991766225,43.75273305387857,634.4349386806006,634.4349386806006,634.4349386806006,634.4349386806006,634.4349386806006,634.4349386806006,634.4349386806006,634.4349386806006,634.4349386806006,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-106.14769274283184,-0.0,-0.0,-0.0,-0.0,-0.0,634.4349386806006,634.4349386806006,634.4349386806006,634.4349386806006,634.4349386806006,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-106.14769274283184,-0.0,-0.0,15.141124860439938,14.165070032759337,12.255658400346979,11.561454994271584,13.018093502139529,13.176400142391124,11.873961685669379,10.866280187664211,13.316003924173446,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,144.2986667873856,135.33740945822825,137.2409919331307,139.103300350797,144.62596163358364,146.36031453921032,158.74354482119105,150.95107508157017,144.32639928396853,24.116646171608203,17.366742860337762,18.08517239291144,20.25215728510065,18.219125532247315,18.791764667671497,30.3030475507001,18.69648565547563,16.613622311897615,-6.49702114254292,-7.287289101795203,-5.603807840027296,-5.000090166132586,-6.097378473870386,-6.195579303991975,-10.07154814460037,-20.205942265745936,-22.979948383968395
66.4064100546153,44.30491887768398,53.24729164057219,52.95927406245447,44.88726589115405,53.01318107021447,52.94313265167967,43.715637427464664,39.80344537008564,124.97594717298546,73.55660931981281,73.85721717322949,73.46877528705463,74.48981701493214,74.35062927209286,73.31109437255364,69.25547318348102,68.60991006634809,80.36913691907307,69.44474441463235,77.15920272272196,77.44436353376645,75.55054595875254,77.11679212537311,77.15796915358075,55.154396451640395,43.75387033290761,634.324326248839,634.324326248839,634.324326248839,634.324326248839,634.324326248839,634.324326248839,634.324326248839,634.324326248839,634.324326248839,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-106.13201555415425,-0.0,-0.0,-0.0,-0.0,-0.0,634.324326248839,634.324326248839,634.324326248839,634.324326248839,634.324326248839,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-106.13201555415425,-0.0,-0.0,15.137172779705937,14.153076446454476,12.275096651314497,11.503295002093056,13.026813356118861,13.171990281119957,11.878438236842182,10.863509235118613,13.34406327435179,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,144.08690158596568,135.1397589314661,137.0395859297639,139.10742887072863,144.62358411425265,146.35833084454123,158.74087534006185,150.94872362550984,144.33858988216627,24.092291786309424,17.360022810356398,18.082093651287817,20.24825872380744,18.22360300509151,18.79211247633725,30.293015156348176,18.711804845656758,16.665750979948523,-6.496238467222005,-7.287105298917051,-5.603695708289517,-4.999972705101101,-6.097277572485363,-6.196528975023302,-10.071436114682747,-20.203215508118554,-23.027907435848782
66.49544162993949,44.8914530778577,53.37556995850681,53.02102533225167,45.15177175853877,53.15799463260926,53.13582075289727,43.71930849536451,39.79534863347584,125.15779804133791,73.54664378194879,73.82610630031816,73.45646619973442,74.46939299016616,74.34459943862814,73.28640221586058,69.19554516287124,68.59492279831296,80.76185579891587,70.80120121587343,77.15908622228572,77.83150821584402,75.31070857853261,77.12018864209324,77.15827708651918,55.16603461564205,43.756196569466994,633.8925232334863,633.8925232334863,633.8925232334863,633.8925232334863,633.8925232334863,633.8925232334863,633.8925232334863,633.8925232334863,633.8925232334863,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-106.07039707522843,-0.0,-0.0,-0.0,-0.0,-0.0,633.8925232334863,633.8925232334863,633.8925232334863,633.8925232334863,633.8925232334863,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-106.07039707522843,-0.0,-0.0,15.085196445614425,14.107248504838592,12.255924287901513,11.453242851008776,13.00061160036989,13.146571077653915,11.891225853544919,10.87707368956328,13.305151911082712,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,142.66913875435282,133.8104050035899,135.69086618921912,138.21456973385608,143.691499786678,145.41568616165728,157.71843903361554,149.97654539351777,143.38926366337807,23.852867536542448,17.313769493887584,18.051224714201886,20.20194125809068,18.207374041086762,18.77611586041976,30.16102044432122,18.691161809909723,16.663389886285184,-6.496327828139225,-7.28741044172589,-5.603751747504337,-5.0001057307189605,-6.097234345839706,-6.19774303399913,-10.07141866587882,-20.19884139913345,-23.17732547724431
66.71551585556496,45.20118961685937,53.518976143320415,52.9409890320185,45.07606314352145,53.03729935028778,52.976226961580004,43.71550441086475,39.793628214588274,125.00031218279335,73.55212778194142,73.835566883732,73.45941566205137,74.47526351890362,74.34575938070265,73.28667908795029,69.21933163503448,68.61150366773343,81.63195054781076,71.38085335213965,77.15841609408925,77.47203172838046,75.24006165382687,77.12387923262716,77.15823360806048,55.15351208750115,43.755386437739126,633.9340208444208,633.9340208444208,633.9340208444208,633.9340208444208,633.9340208444208,633.9340208444208,633.9340208444208,633.9340208444208,633.9340208444208,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-106.07392281971157,-0.0,-0.0,-0.0,-0.0,-0.0,633.9340208444208,633.9340208444208,633.9340208444208,633.9340208444208,633.9340208444208,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-106.07392281971157,-0.0,-0.0,15.103305201368272,14.186273987528567,12.295973778204743,11.263677606475637,13.010168217280226,13.092412958605054,11.879661657957179,10.861807717662247,13.30304364605781,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,142.25773582976424,133.42428726591223,135.30001294049092,138.7433656827956,144.23460491337607,145.96578978317132,158.3151574539935,150.54401679988803,143.93457493858833,23.663424734503977,17.31361022293967,18.019438136343048,20.171339476132744,18.205112731299593,18.76697506579885,30.19203630575034,18.69243136425057,16.67496210930736,-6.496113565023971,-7.287156187518734,-5.603320078338399,-5.000073953447836,-6.096949318875608,-6.198820814423887,-10.071219711987922,-20.19953102538111,-23.140101419125124
73.46875216939381,57.050088661626056,62.760126690779,55.311053744574444,65.23778264290091,63.514343359116936,60.52781307008398,43.75798027858634,39.8260249542346,123.54794925310168,73.59125094867888,73.89610865613481,73.53328940624269,74.54726139600618,74.3962292475492,73.32588217476126,69.2781885379603,68.57517159031543,89.7158496331449,76.65454001153692,77.15962500794015,78.55648052944633,76.86391486108005,77.12531276831135,77.15829724169542,55.16112714413463,43.78497632222679,614.600549006166,614.600549006166,614.600549006166,614.600549006166,614.600549006166,614.600549006166,614.600549006166,614.600549006166,614.600549006166,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-103.17425528313666,-0.0,-0.0,-0.0,-0.0,-0.0,614.600549006166,614.600549006166,614.600549006166,614.600549006166,614.600549006166,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-103.17425528313666,-0.0,-0.0,14.81185817029716,13.818022645534567,12.112945252683247,10.502262496828694,12.367468580689275,12.481009305020686,11.766131577745888,10.602477106377652,12.861650523372338,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,77.80808748941926,72.98260961025747,74.00673836746344,75.88564519253373,78.89553272647572,79.83775790150912,86.59358194344321,82.34725134371837,79.02589349379592,21.275153309915332,16.02692169670724,16.73772660717044,18.74288034073103,16.8378126830844,17.41989218057719,27.889649018630084,17.28724537048101,15.382228395921148,-6.495187922878934,-7.287553734613702,-5.603572701823394,-5.000070814284587,-6.097571243414092,-6.199565260194505,-10.071098719632388,-20.19859358508426,-31.17663925809089
73.47219042158807,57.62627364780264,62.793703490915135,55.31764563539774,65.86533623936744,63.5664875931519,60.505698536388245,43.75981250628774,39.824250616222386,119.36515932180656,73.56944231882947,73.87701210877694,73.53122771780977,74.5409215683035,74.4005033403442,73.30945392111342,69.18025487197309,68.39517739012939,89.95010950220664,76.65270675189454,77.15957303721419,78.553901405073,76.86344029109809,77.12522850610576,77.15828744414976,55.16084191225988,43.78490480329872,592.2630673941866,592.2630673941866,592.2630673941866,592.2630673941866,592.2630673941866,592.2630673941866,592.2630673941866,592.2630673941866,592.2630673941866,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-99.65930152102898,-0.0,-0.0,-0.0,-0.0,-0.0,592.2630673941866,592.2630673941866,592.2630673941866,592.2630673941866,592.2630673941866,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-99.65930152102898,-0.0,-0.0,13.769715828915047,12.656332037498943,11.397422068843191,6.67023335506116,7.7149563102633545,8.535650554266113,10.83619667233932,8.603429077696584,11.204644679876392,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,31.477439098513873,29.533398722215857,29.944650935484134,30.698525050415604,31.92451703521109,32.30029823955103,35.03479340768922,33.32217267307147,32.327116063369786,18.17873420475683,15.106642137850194,15.556641383443125,15.967134384223474,15.883394831898688,16.449314654292124,18.30120730472494,16.295501113417714,14.51056870332787,-6.49525948636608,-7.287730657326419,-5.603641739666781,-5.000177716569814,-6.097608092229449,-6.19996231880269,-10.071080625686465,-20.198470671998212,-31.74837622307396
